排名,项目,热度分,对比上周排名变动,项目分类,项目 License,项目简介
75,microsoft/BitNet,46000,下降2,NLP / LLM 训练与轻量模型,MIT,场景：轻量模型训练与高效推理。能解决什么问题：降低模型部署成本，减少高算力依赖。适合做什么：小模型实验、压缩推理和边缘部署。
76,Vaibhavs10/insanely-fast-whisper,45000,下降2,语音 / TTS / STT,Apache-2.0,场景：语音生成、识别与语音交互。能解决什么问题：降低配音、转写和语音体验搭建成本，减少人工录制与多模型拼装。适合做什么：配音、语音助手和语音内容生产。
77,saturndec/waoowaoo,44000,下降2,AI 视频生成 / 自动剪辑,MIT,场景：视频生成与自动剪辑。能解决什么问题：缩短脚本到成片的链路，减少视频制作和后期成本。适合做什么：短视频生产、推广视频和自动剪辑。
78,pinchtab/pinchtab,43000,下降2,浏览器自动化 / Web Agent,MIT,场景：浏览器任务执行与 Web agent。能解决什么问题：让模型真正操作网页、表单和页面状态，减少只能理解网页不能执行的问题。适合做什么：网页自动化、运营脚本和浏览器助手。
79,gofr-dev/gofr,42000,下降2,AI 可观测 / LLM 评测,Apache-2.0,场景：LLM 观测、评测与调优。能解决什么问题：提升调用链追踪和效果比较能力，减少生产问题定位难度。适合做什么：评测平台、质量分析和线上治理。
80,harry0703/MoneyPrinterTurbo,41000,下降2,AI 视频生成 / 自动剪辑,MIT,场景：视频生成与自动剪辑。能解决什么问题：缩短脚本到成片的链路，减少视频制作和后期成本。适合做什么：短视频生产、推广视频和自动剪辑。
81,ysharma3501/LuxTTS,40000,下降2,文本转语音 / TTS,MIT,场景：文本转语音与音色生成。能解决什么问题：让文本快速变成自然语音，减少人工配音和批量语音生产成本。适合做什么：播报、配音、数字人和内容创作。
82,BIT-DataLab/Edit-Banana,39000,下降2,AI 图像生成 / 图像工作流,MIT,场景：图像生成与节点式工作流。能解决什么问题：提高视觉生成复用性，减少参数和流程管理复杂度。适合做什么：素材生产、视觉实验和图像工作流。
83,hsliuping/TradingAgents-CN,38000,下降2,量化 / 金融 AI 代理,MIT,场景：金融研究与量化 agent。能解决什么问题：让资讯整理、研究协作和投资分析自动化，减少人工盯盘和信息整合成本。适合做什么：投研助手、策略研究和市场情报汇总。
84,supermemoryai/supermemory,37000,下降1,Agent 记忆 / 长上下文记忆,Apache-2.0,场景：长期记忆与上下文回注。能解决什么问题：缓解模型会话短记忆、历史偏好丢失和长期任务断档的问题。适合做什么：长期助理、持续协作和多轮复杂任务。
85,VectifyAI/PageIndex,36000,下降1,文档解析 / PDF 与结构化抽取,Apache-2.0,场景：文档、PDF 与网页内容结构化处理。能解决什么问题：把复杂文档转换成模型可消费的数据，减少手工整理和格式兼容问题。适合做什么：RAG 数据准备、文档问答和资料抽取。
86,ZhuLinsen/daily_stock_analysis,35000,下降1,量化 / 金融 AI 代理,MIT,场景：金融研究与量化 agent。能解决什么问题：让资讯整理、研究协作和投资分析自动化，减少人工盯盘和信息整合成本。适合做什么：投研助手、策略研究和市场情报汇总。
87,tirth8205/code-review-graph,34000,下降1,MCP Server / MCP 工具链,MIT,场景：MCP 工具接入与浏览器/系统能力扩展。能解决什么问题：把外部工具能力标准化接给模型，减少每个 agent 单独接系统的成本。适合做什么：浏览器代理、工具层建设和系统集成。
88,builderz-labs/mission-control,33000,下降1,监控 / 趋势跟踪代理,MIT,场景：监控、告警与趋势跟踪。能解决什么问题：持续跟踪外部变化并筛出重点，减少人工盯盘和手工汇总。适合做什么：情报监测、运营观察和异常提醒。
89,vercel-labs/portless,32000,上升1,LLM 网关 / 路由与代理层,MIT,场景：多模型接入与网关路由。能解决什么问题：统一不同模型服务的调用方式，减少接口割裂和治理成本。适合做什么：统一接入层、路由、配额和多模型治理。
90,run-llama/liteparse,31000,上升1,文档解析 / PDF 与结构化抽取,Apache-2.0,场景：文档、PDF 与网页内容结构化处理。能解决什么问题：把复杂文档转换成模型可消费的数据，减少手工整理和格式兼容问题。适合做什么：RAG 数据准备、文档问答和资料抽取。
91,langflow-ai/openrag,30000,上升1,RAG / 知识库 / 文档解析,MIT,场景：企业知识库与检索增强生成。能解决什么问题：让模型回答基于真实资料，减少幻觉和知识接入门槛。适合做什么：企业问答、FAQ 和内部知识助手。
92,nv-tlabs/kimodo,29000,上升1,3D 生成 / CAD / 场景生成,未知 / 未声明,场景：3D、CAD 与空间内容生成。能解决什么问题：降低三维内容生成与修改门槛，减少建模和试错成本。适合做什么：3D 原型、CAD 辅助和空间内容创作。
93,KittenML/KittenTTS,28000,上升1,文本转语音 / TTS,Apache-2.0,场景：文本转语音与音色生成。能解决什么问题：让文本快速变成自然语音，减少人工配音和批量语音生产成本。适合做什么：播报、配音、数字人和内容创作。
94,dimensionalOS/dimos,27000,上升1,机器人 / Embodied AI,Apache-2.0,场景：机器人控制与具身智能。能解决什么问题：让感知、动作和策略更容易集成，减少机器人系统搭建复杂度。适合做什么：机器人原型、仿真和具身智能实验。
95,YouMind-OpenLab/awesome-nano-banana-pro-prompts,26000,上升1,AI 图像生成 / 图像工作流,未知 / 未声明,场景：图像生成与节点式工作流。能解决什么问题：提高视觉生成复用性，减少参数和流程管理复杂度。适合做什么：素材生产、视觉实验和图像工作流。
96,PKU-YuanGroup/Helios,25000,上升1,AI 视频生成 / 自动剪辑,MIT,场景：视频生成与自动剪辑。能解决什么问题：缩短脚本到成片的链路，减少视频制作和后期成本。适合做什么：短视频生产、推广视频和自动剪辑。
97,OpenCut-app/OpenCut,24000,下降66,视频制作 / 演示视频生成,MIT,场景：演示视频与轻量剪辑。能解决什么问题：降低录屏、讲解和视频整理成本，减少复杂后期工具依赖。适合做什么：产品演示、培训视频和素材整理。
98,ResearAI/AutoFigure-Edit,23000,上升1,AI 图像编辑 / 修图,MIT,场景：图片增强、修图与后处理。能解决什么问题：提升图片处理效率，减少重复手工修图和素材整理成本。适合做什么：修图、科研图片处理和视觉素材优化。
99,Physical-Intelligence/openpi,22000,下降1,机器人 / Embodied AI,Apache-2.0,场景：机器人控制与具身智能。能解决什么问题：让感知、动作和策略更容易集成，减少机器人系统搭建复杂度。适合做什么：机器人原型、仿真和具身智能实验。
100,CyberTimon/RapidRAW,21000,下降1,AI 图像编辑 / 修图,MIT,场景：图片增强、修图与后处理。能解决什么问题：提升图片处理效率，减少重复手工修图和素材整理成本。适合做什么：修图、科研图片处理和视觉素材优化。
