排名,项目,热度分,对比上周排名变动,项目分类,项目 License,项目简介
25,moeru-ai/airi,115200,新上榜,数字人 / 陪伴型 AI,未知 / 未声明,airi 面向数字人、角色陪伴与持续对话，重点解决通用问答缺少人格感和长期互动体验的问题，适合用于陪伴产品、虚拟角色和互动式应用。
26,presenton/presenton,114500,新上榜,AI 自动化流程 / 内容或任务流水线,未知 / 未声明,presenton 面向AI 自动化流程、内容生产与任务流水线，重点解决创作、执行和交付步骤分散重复的问题，适合用于内容生产、办公自动化、运营流程和批量任务。
27,tinyhumansai/openhuman,113800,下降25,Agent 记忆 / 长上下文记忆,未知 / 未声明,openhuman 面向长期记忆、上下文管理与知识回注，重点解决会话结束后上下文丢失、长期任务难以连续推进的问题，适合用于长期助理、代码库记忆、客户交互和持续项目协作。
28,HKUDS/CLI-Anything,113100,下降24,AI 自动化流程 / 内容或任务流水线,MIT,CLI-Anything 面向AI 自动化流程、内容生产与任务流水线，重点解决创作、执行和交付步骤分散重复的问题，适合用于内容生产、办公自动化、运营流程和批量任务。
29,Chachamaru127/claude-code-harness,112400,新上榜,AI 编码助手 / Claude Code 能力增强,MIT,claude-code-harness 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
30,Imbad0202/academic-research-skills,111700,下降24,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,academic-research-skills 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
31,666ghj/MiroFish,111000,新上榜,通用 AI Agent / 自主执行框架,未知 / 未声明,MiroFish 面向通用自主 agent 与任务执行，重点解决规划、工具调用和连续执行难以稳定落地的问题，适合用于研究代理、个人助理、业务自动化和长链路任务系统。
32,thedotmack/claude-mem,110300,上升7,Agent 记忆 / 长上下文记忆,MIT,claude-mem 面向长期记忆、上下文管理与知识回注，重点解决会话结束后上下文丢失、长期任务难以连续推进的问题，适合用于长期助理、代码库记忆、客户交互和持续项目协作。
33,K-Dense-AI/scientific-agent-skills,109600,下降23,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,scientific-agent-skills 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
34,rohitg00/agentmemory,108900,下降26,Agent 记忆 / 长上下文记忆,未知 / 未声明,agentmemory 面向长期记忆、上下文管理与知识回注，重点解决会话结束后上下文丢失、长期任务难以连续推进的问题，适合用于长期助理、代码库记忆、客户交互和持续项目协作。
35,garrytan/gstack,108200,上升8,AI 工作流 / Agent 编排,未知 / 未声明,gstack 面向AI 工作流与任务流水线自动化，重点解决模型输出难以落到真实业务动作和流程中的问题，适合用于内容工厂、运营自动化、内部助手和批处理任务。
36,NVlabs/LongLive,107500,新上榜,AI 视频生成 / 自动剪辑,未知 / 未声明,LongLive 面向视频生成、视觉内容生产与自动剪辑，重点解决视频内容从创意到成片链路长、后期成本高的问题，适合用于短视频、营销素材、演示视频和生成式视频研究。
37,CloakHQ/CloakBrowser,106800,下降23,浏览器自动化 / Web Agent,未知 / 未声明,CloakBrowser 面向浏览器自动化与 Web agent，重点解决模型理解网页但难以稳定点击、填表和导航的问题，适合用于网页自动化、运营脚本、测试代理和浏览器型助手。
38,tech-leads-club/agent-skills,106100,下降15,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,agent-skills 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
39,Anil-matcha/Open-Generative-AI,105400,下降12,AI 视频生成 / 自动剪辑,未知 / 未声明,Open-Generative-AI 面向视频生成、视觉内容生产与自动剪辑，重点解决视频内容从创意到成片链路长、后期成本高的问题，适合用于短视频、营销素材、演示视频和生成式视频研究。
40,can1357/oh-my-pi,104700,下降27,浏览器自动化 / Web Agent,未知 / 未声明,oh-my-pi 面向浏览器自动化与 Web agent，重点解决模型理解网页但难以稳定点击、填表和导航的问题，适合用于网页自动化、运营脚本、测试代理和浏览器型助手。
41,msitarzewski/agency-agents,104000,下降32,通用 AI Agent / 自主执行框架,MIT,agency-agents 面向通用自主 agent 与任务执行，重点解决规划、工具调用和连续执行难以稳定落地的问题，适合用于研究代理、个人助理、业务自动化和长链路任务系统。
42,supertone-inc/supertonic,103300,下降20,语音 / TTS / STT,未知 / 未声明,supertonic 面向语音生成、识别与实时音频交互，重点解决配音、转写和语音交互搭建成本高的问题，适合用于语音助手、数字人配音、播客、会议转写和内容生产。
43,ggml-org/llama.cpp,102600,下降22,本地 LLM / 本地推理,未知 / 未声明,llama.cpp 面向本地模型运行与私有化推理，重点解决云端依赖、隐私顾虑和本地部署门槛问题，适合用于本地助手、私有知识问答、离线场景和模型实验。
44,blakeblackshear/frigate,101900,新上榜,视觉 / OCR / 多模态,未知 / 未声明,frigate 面向视觉理解、OCR 与多模态处理，重点解决图像、视频帧和非结构化视觉内容难被模型稳定消费的问题，适合用于OCR、文件分类、视觉问答和多模态应用。
45,rtk-ai/rtk,101200,上升43,AI 基础设施 / 运行与平台层,Apache-2.0,rtk 面向AI 应用运行、平台和基础设施层，重点解决模型、工具、数据和服务接入分散的问题，适合用于AI 平台、统一接入层、应用底座和生产部署。
46,teng-lin/notebooklm-py,100500,下降30,RAG / 知识库 / 文档解析,未知 / 未声明,notebooklm-py 面向RAG、知识库与文档理解，重点解决资料、文档和知识库难以结构化接入模型的问题，适合用于企业知识库、文档问答、研究资料检索和内部助手。
47,mattpocock/skills,99800,下降32,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,skills 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
48,Light-Heart-Labs/DreamServer,99100,上升31,数字人 / 陪伴型 AI,未知 / 未声明,DreamServer 面向数字人、角色陪伴与持续对话，重点解决通用问答缺少人格感和长期互动体验的问题，适合用于陪伴产品、虚拟角色和互动式应用。
49,humanlayer/12-factor-agents,98400,下降14,AI Agent / 工作流编排,未知 / 未声明,12-factor-agents 面向多步骤 agent 与业务流程编排，重点解决多步骤任务中规划、工具调用和执行校验难以串联的问题，适合用于研究流程、业务自动化、多 agent 协作和复杂任务执行。
50,joeseesun/qiaomu-anything-to-notebooklm,97700,上升16,RAG / 知识库 / 文档解析,未知 / 未声明,qiaomu-anything-to-notebooklm 面向RAG、知识库与文档理解，重点解决资料、文档和知识库难以结构化接入模型的问题，适合用于企业知识库、文档问答、研究资料检索和内部助手。
51,dograh-hq/dograh,97000,新上榜,语音 / TTS / STT,未知 / 未声明,dograh 面向语音生成、识别与实时音频交互，重点解决配音、转写和语音交互搭建成本高的问题，适合用于语音助手、数字人配音、播客、会议转写和内容生产。
52,antoinezambelli/forge,96300,下降32,本地 LLM / 本地推理,未知 / 未声明,forge 面向本地模型运行与私有化推理，重点解决云端依赖、隐私顾虑和本地部署门槛问题，适合用于本地助手、私有知识问答、离线场景和模型实验。
53,ZhuLinsen/daily_stock_analysis,95600,下降34,量化 / 金融 AI 代理,MIT,daily_stock_analysis 面向金融研究、量化分析与投研 agent，重点解决金融信息整理、市场分析和投研流程人工成本高的问题，适合用于投研助手、市场情报、策略实验和金融分析自动化。
54,NVlabs/Sana,94900,新上榜,视觉 / OCR / 多模态,未知 / 未声明,Sana 面向视觉理解、OCR 与多模态处理，重点解决图像、视频帧和非结构化视觉内容难被模型稳定消费的问题，适合用于OCR、文件分类、视觉问答和多模态应用。
55,KeygraphHQ/shannon,94200,上升29,AI Agent / 工作流编排,未知 / 未声明,shannon 面向多步骤 agent 与业务流程编排，重点解决多步骤任务中规划、工具调用和执行校验难以串联的问题，适合用于研究流程、业务自动化、多 agent 协作和复杂任务执行。
56,HKUDS/ViMax,93500,下降32,AI 视频生成 / 自动剪辑,未知 / 未声明,ViMax 面向视频生成、视觉内容生产与自动剪辑，重点解决视频内容从创意到成片链路长、后期成本高的问题，适合用于短视频、营销素材、演示视频和生成式视频研究。
57,NousResearch/hermes-agent,92800,下降32,通用 AI Agent / 自主执行框架,Apache-2.0,hermes-agent 面向通用自主 agent 与任务执行，重点解决规划、工具调用和连续执行难以稳定落地的问题，适合用于研究代理、个人助理、业务自动化和长链路任务系统。
58,github/spec-kit,92100,下降30,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,spec-kit 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
59,anthropics/financial-services,91400,下降30,量化 / 金融 AI 代理,未知 / 未声明,financial-services 面向金融研究、量化分析与投研 agent，重点解决金融信息整理、市场分析和投研流程人工成本高的问题，适合用于投研助手、市场情报、策略实验和金融分析自动化。
60,addyosmani/agent-skills,90700,下降30,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,agent-skills 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
61,AUTOMATIC1111/stable-diffusion-webui,90000,下降30,AI 图像生成 / 图像工作流,未知 / 未声明,stable-diffusion-webui 面向AI 应用运行、平台和基础设施层，重点解决模型、工具、数据和服务接入分散的问题，适合用于AI 平台、统一接入层、应用底座和生产部署。
62,anthropics/claude-code,89300,下降30,AI 编码助手 / Claude Code 能力增强,MIT,claude-code 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
63,forrestchang/andrej-karpathy-skills,88600,下降30,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,andrej-karpathy-skills 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
64,shanraisshan/claude-code-best-practice,87900,下降30,AI 编码助手 / Claude Code 能力增强,MIT,claude-code-best-practice 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
65,microsoft/markitdown,87200,下降29,文档解析 / PDF 与结构化抽取,MIT,markitdown 面向PDF、网页与结构化内容抽取，重点解决复杂文档难以转成模型可消费数据的问题，适合用于RAG 数据准备、文档问答、资料录入和知识清洗。
66,HKUDS/RAG-Anything,86500,下降29,RAG / 知识库 / 文档解析,未知 / 未声明,RAG-Anything 面向RAG、知识库与文档理解，重点解决资料、文档和知识库难以结构化接入模型的问题，适合用于企业知识库、文档问答、研究资料检索和内部助手。
67,bytedance/UI-TARS-desktop,85800,下降29,AI Agent / 工作流编排,未知 / 未声明,UI-TARS-desktop 面向多步骤 agent 与业务流程编排，重点解决多步骤任务中规划、工具调用和执行校验难以串联的问题，适合用于研究流程、业务自动化、多 agent 协作和复杂任务执行。
68,google/mcp,85100,下降28,MCP Server / MCP 工具链,Apache-2.0,mcp 面向MCP 工具接入与 agent 能力扩展，重点解决模型连接外部工具、数据源和业务系统时缺少统一协议的问题，适合用于企业工具层、agent 集成、浏览器代理和自动化系统。
69,OpenBMB/VoxCPM,84400,下降28,语音 / TTS / STT,未知 / 未声明,VoxCPM 面向语音生成、识别与实时音频交互，重点解决配音、转写和语音交互搭建成本高的问题，适合用于语音助手、数字人配音、播客、会议转写和内容生产。
70,openai/openai-agents-python,83700,下降28,AI Agent / 工作流编排,MIT,openai-agents-python 面向多步骤 agent 与业务流程编排，重点解决多步骤任务中规划、工具调用和执行校验难以串联的问题，适合用于研究流程、业务自动化、多 agent 协作和复杂任务执行。
71,openai/openai-agents-js,83000,下降27,AI Agent / 工作流编排,MIT,openai-agents-js 面向多步骤 agent 与业务流程编排，重点解决多步骤任务中规划、工具调用和执行校验难以串联的问题，适合用于研究流程、业务自动化、多 agent 协作和复杂任务执行。
72,microsoft/agent-lightning,82300,下降27,AI Agent / 工作流编排,未知 / 未声明,agent-lightning 面向多步骤 agent 与业务流程编排，重点解决多步骤任务中规划、工具调用和执行校验难以串联的问题，适合用于研究流程、业务自动化、多 agent 协作和复杂任务执行。
73,anomalyco/opencode,81600,下降27,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,opencode 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
74,zilliztech/claude-context,80900,下降27,Agent 记忆 / 长上下文记忆,未知 / 未声明,claude-context 面向长期记忆、上下文管理与知识回注，重点解决会话结束后上下文丢失、长期任务难以连续推进的问题，适合用于长期助理、代码库记忆、客户交互和持续项目协作。
75,bytedance/deer-flow,80200,下降27,AI 工作流 / Agent 编排,MIT,deer-flow 面向AI 工作流与任务流水线自动化，重点解决模型输出难以落到真实业务动作和流程中的问题，适合用于内容工厂、运营自动化、内部助手和批处理任务。
76,firecrawl/firecrawl,79500,下降27,Agent 抓取 / 外部信息收集,AGPL-3.0,firecrawl 面向网页抓取与外部信息收集，重点解决网页数据不适合直接进入模型和知识库的问题，适合用于RAG 数据建设、竞品监控、网页研究和情报采集。
77,virattt/ai-hedge-fund,78800,下降26,量化 / 金融 AI 代理,MIT,ai-hedge-fund 面向金融研究、量化分析与投研 agent，重点解决金融信息整理、市场分析和投研流程人工成本高的问题，适合用于投研助手、市场情报、策略实验和金融分析自动化。
78,HKUDS/DeepTutor,78100,下降26,AI Agent / 工作流编排,未知 / 未声明,DeepTutor 面向多步骤 agent 与业务流程编排，重点解决多步骤任务中规划、工具调用和执行校验难以串联的问题，适合用于研究流程、业务自动化、多 agent 协作和复杂任务执行。
79,vercel-labs/open-agents,77400,下降26,AI Agent / 工作流编排,未知 / 未声明,open-agents 面向多步骤 agent 与业务流程编排，重点解决多步骤任务中规划、工具调用和执行校验难以串联的问题，适合用于研究流程、业务自动化、多 agent 协作和复杂任务执行。
80,vercel-labs/agent-browser,76700,下降26,浏览器自动化 / Web Agent,未知 / 未声明,agent-browser 面向浏览器自动化与 Web agent，重点解决模型理解网页但难以稳定点击、填表和导航的问题，适合用于网页自动化、运营脚本、测试代理和浏览器型助手。
81,alibaba/page-agent,76000,下降26,浏览器自动化 / Web Agent,未知 / 未声明,page-agent 面向浏览器自动化与 Web agent，重点解决模型理解网页但难以稳定点击、填表和导航的问题，适合用于网页自动化、运营脚本、测试代理和浏览器型助手。
82,google/magika,75300,下降26,视觉 / OCR / 多模态,Apache-2.0,magika 面向视觉理解、OCR 与多模态处理，重点解决图像、视频帧和非结构化视觉内容难被模型稳定消费的问题，适合用于OCR、文件分类、视觉问答和多模态应用。
83,Tencent/WeKnora,74600,下降26,RAG / 知识库 / 文档解析,未知 / 未声明,WeKnora 面向RAG、知识库与文档理解，重点解决资料、文档和知识库难以结构化接入模型的问题，适合用于企业知识库、文档问答、研究资料检索和内部助手。
84,yichuan-w/LEANN,73900,下降26,RAG / 知识库 / 文档解析,未知 / 未声明,LEANN 面向RAG、知识库与文档理解，重点解决资料、文档和知识库难以结构化接入模型的问题，适合用于企业知识库、文档问答、研究资料检索和内部助手。
85,openclaw/mcporter,73200,下降25,MCP Server / MCP 工具链,未知 / 未声明,mcporter 面向MCP 工具接入与 agent 能力扩展，重点解决模型连接外部工具、数据源和业务系统时缺少统一协议的问题，适合用于企业工具层、agent 集成、浏览器代理和自动化系统。
86,IBM/mcp-context-forge,72500,下降25,MCP Server / MCP 工具链,Apache-2.0,mcp-context-forge 面向MCP 工具接入与 agent 能力扩展，重点解决模型连接外部工具、数据源和业务系统时缺少统一协议的问题，适合用于企业工具层、agent 集成、浏览器代理和自动化系统。
87,MCP-UI-Org/mcp-ui,71800,下降25,MCP Server / MCP 工具链,MIT,mcp-ui 面向MCP 工具接入与 agent 能力扩展，重点解决模型连接外部工具、数据源和业务系统时缺少统一协议的问题，适合用于企业工具层、agent 集成、浏览器代理和自动化系统。
88,BAI-LAB/MemoryOS,71100,下降25,Agent 记忆 / 长上下文记忆,未知 / 未声明,MemoryOS 面向长期记忆、上下文管理与知识回注，重点解决会话结束后上下文丢失、长期任务难以连续推进的问题，适合用于长期助理、代码库记忆、客户交互和持续项目协作。
89,memvid/memvid,70400,下降25,Agent 记忆 / 长上下文记忆,未知 / 未声明,memvid 面向长期记忆、上下文管理与知识回注，重点解决会话结束后上下文丢失、长期任务难以连续推进的问题，适合用于长期助理、代码库记忆、客户交互和持续项目协作。
90,topoteretes/cognee,69700,下降25,Agent 记忆 / 长上下文记忆,未知 / 未声明,cognee 面向长期记忆、上下文管理与知识回注，重点解决会话结束后上下文丢失、长期任务难以连续推进的问题，适合用于长期助理、代码库记忆、客户交互和持续项目协作。
91,k2-fsa/OmniVoice,69000,下降24,语音 / TTS / STT,未知 / 未声明,OmniVoice 面向语音生成、识别与实时音频交互，重点解决配音、转写和语音交互搭建成本高的问题，适合用于语音助手、数字人配音、播客、会议转写和内容生产。
92,jamiepine/voicebox,68300,下降24,文本转语音 / TTS,MIT,voicebox 面向文本转语音与音色生成，重点解决人工配音成本高和批量语音生产效率低的问题，适合用于播报、配音、数字人和语音内容创作。
93,BasedHardware/omi,67600,下降24,AIoT / 智能硬件,未知 / 未声明,omi 面向AI 应用运行、平台和基础设施层，重点解决模型、工具、数据和服务接入分散的问题，适合用于AI 平台、统一接入层、应用底座和生产部署。
94,yikart/AiToEarn,66900,下降24,AI Agent / 工作流编排,未知 / 未声明,AiToEarn 面向多步骤 agent 与业务流程编排，重点解决多步骤任务中规划、工具调用和执行校验难以串联的问题，适合用于研究流程、业务自动化、多 agent 协作和复杂任务执行。
95,EvoMap/evolver,66200,下降24,AI Agent / 工作流编排,未知 / 未声明,evolver 面向多步骤 agent 与业务流程编排，重点解决多步骤任务中规划、工具调用和执行校验难以串联的问题，适合用于研究流程、业务自动化、多 agent 协作和复杂任务执行。
96,HKUDS/OpenHarness,65500,下降24,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,OpenHarness 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
97,decolua/9router,64800,下降24,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,9router 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
98,openclaw/openclaw,64100,下降24,自托管 AI 助手 / 本地代理,MIT,openclaw 面向自托管 AI 助手与私有代理，重点解决数据可控性、内部系统接入和私有环境部署的问题，适合用于内网问答、本地助手、个人工作台和私有化 AI 应用。
99,affaan-m/everything-claude-code,63400,下降24,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,everything-claude-code 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
100,charmbracelet/crush,62700,下降24,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,crush 面向AI 编码与工程协作，重点解决仓库上下文理解不稳、任务拆解和验证流程难复用的问题，适合用于代码生成、重构、调试、审查和团队研发提效。
