排名,项目,热度分,对比上周排名变动,项目分类,项目 License,项目简介
34,revfactory/harness,108900,持平,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,harness 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
35,cursor/plugins,108200,上升1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,plugins 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
36,EveryInc/compound-engineering-plugin,107500,下降3,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,compound-engineering-plugin 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
37,github/spec-kit,106800,持平,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,spec-kit 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
38,OpenBMB/VoxCPM,106100,下降3,语音 / TTS / STT,Apache-2.0,VoxCPM 面向语音 / TTS / STT场景，适合AI项目验证、工具集成和业务落地。
39,Andyyyy64/whichllm,105400,上升2,本地 LLM / 本地推理,未知 / 未声明,whichllm 面向本地 LLM / 本地推理场景，适合AI项目验证、工具集成和业务落地。
40,NVIDIA/cosmos,104700,下降2,机器人 / Embodied AI,未知 / 未声明,cosmos 面向机器人 / Embodied AI场景，适合AI项目验证、工具集成和业务落地。
41,Crosstalk-Solutions/project-nomad,104000,下降1,RAG / 知识库 / 文档解析,未知 / 未声明,project-nomad 面向RAG / 知识库 / 文档解析场景，适合AI项目验证、工具集成和业务落地。
42,p-e-w/heretic,103300,上升1,NLP / LLM 训练与轻量模型,未知 / 未声明,heretic 面向NLP / LLM 训练与轻量模型场景，适合AI项目验证、工具集成和业务落地。
43,Open-LLM-VTuber/Open-LLM-VTuber,102600,下降1,数字人 / 陪伴型 AI,未知 / 未声明,Open-LLM-VTuber 面向数字人 / 陪伴型 AI场景，适合AI项目验证、工具集成和业务落地。
44,666ghj/MiroFish,101900,持平,AI Agent / 工作流编排,未知 / 未声明,MiroFish 面向AI Agent / 工作流编排场景，适合AI项目验证、工具集成和业务落地。
45,github/copilot-sdk,101200,上升3,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,copilot-sdk 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
46,ggml-org/llama.cpp,100500,持平,本地 LLM / 本地推理,MIT,llama.cpp 面向本地 LLM / 本地推理场景，适合AI项目验证、工具集成和业务落地。
47,opendataloader-project/opendataloader-pdf,99800,下降2,文档解析 / PDF 与结构化抽取,Apache-2.0,opendataloader-pdf 面向文档解析 / PDF 与结构化抽取场景，适合AI项目验证、工具集成和业务落地。
48,TauricResearch/TradingAgents,99100,下降1,量化 / 金融 AI 代理,MIT,TradingAgents 面向量化 / 金融 AI 代理场景，适合AI项目验证、工具集成和业务落地。
49,run-llama/liteparse,98400,上升4,文档解析 / PDF 与结构化抽取,Apache-2.0,liteparse 面向文档解析 / PDF 与结构化抽取场景，适合AI项目验证、工具集成和业务落地。
50,openclaw/openclaw-windows-node,97700,上升2,自托管 AI 助手 / 本地代理,未知 / 未声明,openclaw-windows-node 面向自托管 AI 助手 / 本地代理场景，适合AI项目验证、工具集成和业务落地。
51,HKUDS/Vibe-Trading,97000,上升4,量化 / 金融 AI 代理,未知 / 未声明,Vibe-Trading 面向量化 / 金融 AI 代理场景，适合AI项目验证、工具集成和业务落地。
52,can1357/oh-my-pi,96300,下降1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,oh-my-pi 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
53,galilai-group/stable-worldmodel,95600,下降3,机器人 / Embodied AI,未知 / 未声明,stable-worldmodel 面向机器人 / Embodied AI场景，适合AI项目验证、工具集成和业务落地。
54,withastro/flue,94900,上升3,AI Agent / 工作流编排,未知 / 未声明,flue 面向AI Agent / 工作流编排场景，适合AI项目验证、工具集成和业务落地。
55,activeloopai/hivemind,94200,上升1,Agent 记忆 / 长上下文记忆,未知 / 未声明,hivemind 面向Agent 记忆 / 长上下文记忆场景，适合AI项目验证、工具集成和业务落地。
56,nicobailon/pi-subagents,93500,上升3,AI Agent / 工作流编排,未知 / 未声明,pi-subagents 面向AI Agent / 工作流编排场景，适合AI项目验证、工具集成和业务落地。
57,openai/whisper,92800,上升1,语音 / TTS / STT,未知 / 未声明,whisper 面向语音 / TTS / STT场景，适合AI项目验证、工具集成和业务落地。
58,ruvnet/RuView,92100,新上榜,AI 视频生成 / 自动剪辑,未知 / 未声明,RuView 面向AI 视频生成 / 自动剪辑场景，适合AI项目验证、工具集成和业务落地。
59,OpenMOSS/MOSS-TTS,91400,上升2,语音 / TTS / STT,Apache-2.0,MOSS-TTS 面向语音 / TTS / STT场景，适合AI项目验证、工具集成和业务落地。
60,anthropics/skills,90700,上升2,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,skills 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
61,microsoft/VibeVoice,90000,上升2,语音 / TTS / STT,未知 / 未声明,VibeVoice 面向语音 / TTS / STT场景，适合AI项目验证、工具集成和业务落地。
62,dmtrKovalenko/fff,89300,下降2,MCP Server / MCP 工具链,未知 / 未声明,fff 面向MCP Server / MCP 工具链场景，适合AI项目验证、工具集成和业务落地。
63,lyogavin/airllm,88600,下降9,本地 LLM / 本地推理,未知 / 未声明,airllm 面向本地 LLM / 本地推理场景，适合AI项目验证、工具集成和业务落地。
64,Lum1104/Understand-Anything,87900,上升1,RAG / 知识库 / 文档解析,未知 / 未声明,Understand-Anything 面向RAG / 知识库 / 文档解析场景，适合AI项目验证、工具集成和业务落地。
65,hardikpandya/stop-slop,87200,上升1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,stop-slop 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
66,mukul975/Anthropic-Cybersecurity-Skills,86500,上升1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,Anthropic-Cybersecurity-Skills 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
67,anthropics/knowledge-work-plugins,85800,上升1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,knowledge-work-plugins 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
68,colbymchenry/codegraph,85100,上升1,RAG / 知识库 / 文档解析,未知 / 未声明,codegraph 面向RAG / 知识库 / 文档解析场景，适合AI项目验证、工具集成和业务落地。
69,manaflow-ai/cmux,84400,上升1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,cmux 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
70,multica-ai/andrej-karpathy-skills,83700,上升1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,andrej-karpathy-skills 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
71,dotnet/skills,83000,上升1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,skills 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
72,anthropics/claude-plugins-official,82300,上升1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,claude-plugins-official 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
73,earendil-works/pi,81600,上升1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,pi 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
74,ChromeDevTools/chrome-devtools-mcp,80900,上升1,MCP Server / MCP 工具链,Apache-2.0,chrome-devtools-mcp 面向MCP Server / MCP 工具链场景，适合AI项目验证、工具集成和业务落地。
75,Alishahryar1/free-claude-code,80200,上升1,语音 / TTS / STT,未知 / 未声明,free-claude-code 面向语音 / TTS / STT场景，适合AI项目验证、工具集成和业务落地。
76,multica-ai/multica,79500,上升1,AI Agent / 工作流编排,未知 / 未声明,multica 面向AI Agent / 工作流编排场景，适合AI项目验证、工具集成和业务落地。
77,shiyu-coder/Kronos,78800,上升1,量化 / 金融 AI 代理,未知 / 未声明,Kronos 面向量化 / 金融 AI 代理场景，适合AI项目验证、工具集成和业务落地。
78,thedotmack/claude-mem,78100,上升1,Agent 记忆 / 长上下文记忆,MIT,claude-mem 面向Agent 记忆 / 长上下文记忆场景，适合AI项目验证、工具集成和业务落地。
79,Chachamaru127/claude-code-harness,77400,上升1,AI 编码助手 / Claude Code 能力增强,MIT,claude-code-harness 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
80,moeru-ai/airi,76700,上升1,数字人 / 陪伴型 AI,未知 / 未声明,airi 面向数字人 / 陪伴型 AI场景，适合AI项目验证、工具集成和业务落地。
81,presenton/presenton,76000,上升1,AI 自动化流程 / 内容或任务流水线,未知 / 未声明,presenton 面向AI 自动化流程 / 内容或任务流水线场景，适合AI项目验证、工具集成和业务落地。
82,garrytan/gstack,75300,上升1,AI 工作流 / Agent 编排,未知 / 未声明,gstack 面向AI 工作流 / Agent 编排场景，适合AI项目验证、工具集成和业务落地。
83,unclecode/crawl4ai,74600,上升1,Agent 抓取 / 外部信息收集,Apache-2.0,crawl4ai 面向Agent 抓取 / 外部信息收集场景，适合AI项目验证、工具集成和业务落地。
84,NVlabs/LongLive,73900,上升1,AI 视频生成 / 自动剪辑,未知 / 未声明,LongLive 面向AI 视频生成 / 自动剪辑场景，适合AI项目验证、工具集成和业务落地。
85,blakeblackshear/frigate,73200,上升1,视觉 / OCR / 多模态,未知 / 未声明,frigate 面向视觉 / OCR / 多模态场景，适合AI项目验证、工具集成和业务落地。
86,tinyhumansai/openhuman,72500,上升1,Agent 记忆 / 长上下文记忆,未知 / 未声明,openhuman 面向Agent 记忆 / 长上下文记忆场景，适合AI项目验证、工具集成和业务落地。
87,HKUDS/CLI-Anything,71800,上升1,AI 自动化流程 / 内容或任务流水线,MIT,CLI-Anything 面向AI 自动化流程 / 内容或任务流水线场景，适合AI项目验证、工具集成和业务落地。
88,Imbad0202/academic-research-skills,71100,上升1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,academic-research-skills 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
89,K-Dense-AI/scientific-agent-skills,70400,上升1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,scientific-agent-skills 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
90,rohitg00/agentmemory,69700,上升1,Agent 记忆 / 长上下文记忆,未知 / 未声明,agentmemory 面向Agent 记忆 / 长上下文记忆场景，适合AI项目验证、工具集成和业务落地。
91,CloakHQ/CloakBrowser,69000,上升1,浏览器自动化 / Web Agent,未知 / 未声明,CloakBrowser 面向浏览器自动化 / Web Agent场景，适合AI项目验证、工具集成和业务落地。
92,tech-leads-club/agent-skills,68300,上升1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,agent-skills 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
93,Anil-matcha/Open-Generative-AI,67600,上升1,AI 视频生成 / 自动剪辑,未知 / 未声明,Open-Generative-AI 面向AI 视频生成 / 自动剪辑场景，适合AI项目验证、工具集成和业务落地。
94,supertone-inc/supertonic,66900,上升1,语音 / TTS / STT,未知 / 未声明,supertonic 面向语音 / TTS / STT场景，适合AI项目验证、工具集成和业务落地。
95,rtk-ai/rtk,66200,上升1,AI 基础设施 / 运行与平台层,Apache-2.0,rtk 面向AI 基础设施 / 运行与平台层场景，适合AI项目验证、工具集成和业务落地。
96,teng-lin/notebooklm-py,65500,上升1,RAG / 知识库 / 文档解析,未知 / 未声明,notebooklm-py 面向RAG / 知识库 / 文档解析场景，适合AI项目验证、工具集成和业务落地。
97,mattpocock/skills,64800,上升1,AI 编码助手 / Claude Code 能力增强,未知 / 未声明,skills 面向AI 编码助手 / Claude Code 能力增强场景，适合AI项目验证、工具集成和业务落地。
98,Light-Heart-Labs/DreamServer,64100,上升1,数字人 / 陪伴型 AI,未知 / 未声明,DreamServer 面向数字人 / 陪伴型 AI场景，适合AI项目验证、工具集成和业务落地。
99,humanlayer/12-factor-agents,63400,上升1,AI Agent / 工作流编排,未知 / 未声明,12-factor-agents 面向AI Agent / 工作流编排场景，适合AI项目验证、工具集成和业务落地。
100,langchain-ai/langgraph,62700,新上榜,AI Agent / 工作流编排,未知 / 未声明,langgraph 面向AI Agent / 工作流编排场景，适合AI项目验证、工具集成和业务落地。
